query,origin_instruct,app,ground_truth_tool
抖音极速版里面的,在抖音极速版的商城中查看待评价订单,抖音极速版,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
看看商城里面我的订单售后到哪了,,,[]
看抖音极速版的,在抖音极速版的商城中查看售后订单,抖音极速版,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
看下商城里面我的订单物流到哪了,,,[]
抖音极速版的呀,在抖音极速版的商城中查看订单物流,抖音极速版,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
我已签收物流的东西呢，怎么看,,,[]
就那个商城里的,,,[]
抖音极速版的呀,在抖音极速版的商城中查看已签收物流,抖音极速版,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
看看我的商城中有哪些待取件,,,[]
就要抖音极速版,在抖音极速版的商城中查看待取件物流,抖音极速版,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
看看商城里我的宝贝派送到哪里了,,,[]
当然是抖音极速版的呀,在抖音极速版的商城中查看派送中物流,抖音极速版,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
怎么还没到，在商城里看看物流送到哪了,,,[]
抖音极速版,在抖音极速版的商城中查看运送中物流,抖音极速版,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
我之前在商城中都搜过啥,,,[]
在快手极速版,在快手极速版的商城中查看搜索历史,快手极速版,"[
    {
        ""name"": ""open_search_history(app)"",
        ""description"": ""打开app程序的搜索历史界面""
    }
]"
帮我清除的商城中搜索历史,,,[]
清除快手极速版的,在快手极速版的商城中清除搜索历史,快手极速版,"[
    {
        ""name"": ""delete_search_history(app)"",
        ""description"": ""清除app中的搜索历史""
    }
]"
哟哟哟哟我要这个同款，帮我在商城里拍照搜索下,,,[]
在快手极速版用,在快手极速版的商城中使用拍照搜索功能,快手极速版,"[
    {
        ""name"": ""open_camera_search(app)"",
        ""description"": ""打开app程序的图片搜索功能""
    }
]"
看看我的订单，在商城中,,,[]
快手极速版的,在快手极速版的商城中查看我的订单,快手极速版,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
看看商城我的待支付订单,,,[]
笨死了，我除了快手极速版还有哪个app能看,在快手极速版的商城中查看待支付订单,快手极速版,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
好慢啊，看看商城里我的还没发货订单怎么样了,,,[]
垃圾快手极速版,在快手极速版的商城中查看待发货订单,快手极速版,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
我好像商城有订单到货了，你帮我看看哪些待收货,,,[]
快手极速版,在快手极速版的商城中查看待收货订单,快手极速版,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
想给差评了，你帮我看看商城哪些订单是待评价的,,,[]
真笨，待会儿也给你差评，是快手极速版,在快手极速版的商城中查看待评价订单,快手极速版,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
我商城退货的东西怎么还没好，优优帮我看看售后订单,,,[]
快手极速版,在快手极速版的商城中查看售后订单,快手极速版,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
我东西到哪了，帮我看看的商城订单物流,,,[]
快手极速版，这也太慢了,在快手极速版的商城中查看订单物流,快手极速版,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
都十天了，我的退款售后订单怎么样了,,,[]
拼多多的,在拼多多中查看退款售后订单,拼多多,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
查查我的物流,,,[]
除了拼多多还能有谁,在拼多多中查看物流,拼多多,[]
我的收件物流都有哪些,,,[]
查拼多多的,在拼多多中查看我的收件物流,拼多多,[]
好像还有几件没发货吧，看看还有多少待发货物流,,,[]
拼夕夕的，不对，是拼多多的,在拼多多中查看待发货物流,拼多多,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
我的天，快递怎么还没到，看看我的运输中物流到哪里了,,,[]
哎，拼多多的,在拼多多中查看运输中物流,拼多多,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
小优小优，我的派件中物流到那里呀,,,[]
当然是拼多多的呀,在拼多多中查看派件中物流,拼多多,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
帮我看看我有哪些待取件物流,,,[]
在拼多多,在拼多多中查看待取件物流,拼多多,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
我签收了几个，太多忘了，你帮我看下,,,[]
那个哪个那拼多多的,在拼多多中查看已签收物流,拼多多,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
我的寄件到哪里了，你帮我查查物流,,,[]
是拼多多多呀,在拼多多中查看我的寄件物流,拼多多,[]
我东西寄出去了吗，好像没寄，你帮我看看有没有待寄出的,,,[]
嗯嗯嗯嗯拼多多的,在拼多多中查看待寄出物流,拼多多,"[
    {
        ""name"": ""open_logistics_send(app, filter_type)"",
        ""description"": ""打开显示已售商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
你帮我看看已寄出物流吧，应该到了已经,,,[]
拼多多的,在拼多多中查看已寄出物流,拼多多,"[
    {
        ""name"": ""open_logistics_send(app, filter_type)"",
        ""description"": ""打开显示已售商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
我已取消物流现在怎么样了,,,[]
拼多多上的,在拼多多中查看已取消物流,拼多多,"[
    {
        ""name"": ""open_logistics_send(app, filter_type)"",
        ""description"": ""打开显示已售商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
我快递好像到了，看看哪些待取件,,,[]
淘宝的吧好像,在淘宝中查看待取件的快递,淘宝,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
今天应该到了吧，看看我的派送中快递,,,[]
我也没其他的呀，不肯定是淘宝的,在淘宝中查看派送中的快递,淘宝,"[
    {
        ""name"": ""open_logistics_receive(app, filter_type)"",
        ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""
    }
]"
看看我商城里的待支付订单和搜索历史,,,[]
抖音极速版的订单和快手的搜索历史,"在抖音极速版的商城中查看待支付订单
在快手的商城中查看搜索历史","抖音极速版
 快手",[]
看看商城哪些订单待发货，顺便清一下商城搜索历史,,,[]
抖音极速版的订单，清除快手的别搞错了,"在抖音极速版的商城中查看待发货订单
在快手的商城中清除搜索历史","抖音极速版
 快手",[]
你帮我看下我商城有哪些订单是待收货的，我顺便去拿一下，还有试下商城怎么用拍照搜索,,,[]
抖音极速版的吧，拍照搜索就在快手用,"在抖音极速版的商城中查看待收货订单
在快手的商城中使用拍照搜索功能","抖音极速版
 快手",[]
看看商城里的待评价订单，还有我的订单,,,[]
哦哦哦，先看抖音极速版待评价的，再看快手的我的订单,"在抖音极速版的商城中查看待评价订单
在快手的商城中查看我的订单","抖音极速版
 快手",[]
你帮我查一下商城中售后订单和待支付订单,,,[]
我看一下下，是抖音极速版的的售后订单，还有快手中待支付订单,"在抖音极速版的商城中查看售后订单
在快手的商城中查看待支付订单","抖音极速版
 快手",[]
你帮我看看商城待发货订单和订单物流,,,[]
