输入query,输入query对应的instruction,输入appname,输入大类,模型原输出,标注输出,是否标注,是否为训练集,,,,,,,,,,,,
唯品会里的购物车有货商品帮我看看有哪些。,在唯品会中查看购物车中有货商品,唯品会,购物车,<Plan>#搜索#在$唯品会$中查看购物车中有货的商品</Plan><Finish>,<Plan>#购物车#在$唯品会$中查看购物车中有货的商品</Plan><Finish>,√,0,,,,,,,,,,,,
YOYO，能不能帮我查一下唯品会购物车里目前有货的商品？,在唯品会中查看购物车中有货商品,唯品会,购物车,<Plan>#购物车#在$唯品会$中查看目前有货的商品</Plan><Finish>,<Plan>#购物车#在$唯品会$中查看购物车目前有货的商品</Plan><Finish>,√,1,,,,,,,,,,,,
我想在唯品会上查看购物车中有库存的商品，能帮我找找吗？,在唯品会中查看购物车中有货商品,唯品会,购物车,<Plan>#购物车#在$唯品会$中查看购物车中有库存的商品</Plan><Finish>,,√,0,,,,,,,,,,,,
唯品会购物车里的有货商品怎么查看啊？,在唯品会中查看购物车中有货商品,唯品会,购物车,<Plan>#购物车#在$唯品会$中查看有货商品</Plan><Finish>,<Plan>#购物车#在$唯品会$中查看购物车里的有货商品</Plan><Finish>,√,1,,,,,,,,,,,,
YOYO快帮我查查，唯品会购物车里哪些商品现在还有货！,在唯品会中查看购物车中有货商品,唯品会,购物车,<Plan>#购物车#在$唯品会$中查看购物车里哪些商品现在还有货</Plan><Finish>,,√,0,,,,,,,,,,,,
YoYo，快帮我查查唯品会购物车里有没有拖鞋。,在唯品会中搜索购物车中的<搜索内容>,唯品会,购物车,<Plan>#购物车#在$唯品会$中查看拖鞋</Plan><Finish>,<Plan>#购物车#在$唯品会$中查看购物车里的拖鞋</Plan><Finish>,√,1,,,,,,,,,,,,
我想在唯品会上找找看购物车里有没有收纳箱，你能帮我吗？,在唯品会中搜索购物车中的<搜索内容>,唯品会,购物车,<Plan>#搜索#在$唯品会$中查看购物车里的收纳箱</Plan><Finish>,<Plan>#购物车#在$唯品会$中查看购物车里的收纳箱</Plan><Finish>,√,0,,,,,,,,,,,,
赶紧的，在唯品会搜索我购物车里的登山杖！,在唯品会中搜索购物车中的<搜索内容>,唯品会,购物车,<Plan>#搜索#在$唯品会$中搜索登山杖</Plan><Finish>,<Plan>#购物车#在$唯品会$中搜索购物车里的登山杖</Plan><Finish>,√,0,,,,,,,,,,,,
唯品会里面还能不能找到我加购的电风扇啊？谁懂啊！,在唯品会中搜索购物车中的<搜索内容>,唯品会,购物车,<Plan>#搜索#在$唯品会$中查找加购的电风扇</Plan><Finish>,<Plan>#购物车#在$唯品会$中查找加购的电风扇</Plan><Finish>,√,0,,,,,,,,,,,,
YoYo助手，我要你帮我查一下我在唯品会购物车里的防晒衣。,在唯品会中搜索购物车中的<搜索内容>,唯品会,购物车,<Plan>#购物车#在$唯品会$中查看防晒衣</Plan><Finish>,<Plan>#购物车#在$唯品会$中查看购物车里的防晒衣</Plan><Finish>,√,1,,,,,,,,,,,,
联系阿里巴巴官方客服怎么联系啊？,在阿里巴巴中联系官方客服,阿里巴巴,客服,<Plan>#客服#在$阿里巴巴$中联系客服</Plan><Finish>,,√,0,,,,,,,,,,,,
我想在1688上找官方客服，怎么操作呀？,在阿里巴巴中联系官方客服,阿里巴巴,客服,<Plan>#客服#在$阿里巴巴$中查看官方客服</Plan><Finish>,,√,1,,,,,,,,,,,,
喂YOYO，在阿里巴巴里怎么找到官方客服入口？,在阿里巴巴中联系官方客服,阿里巴巴,客服,<Plan>#客服#在$阿里巴巴$中查看官方客服入口</Plan><Finish>,,√,0,,,,,,,,,,,,
教我在阿里巴巴APP内联系客服吧！,在阿里巴巴中联系官方客服,阿里巴巴,客服,<Plan>#客服#在$阿里巴巴$中联系客服</Plan><Finish>,,√,1,,,,,,,,,,,,
阿里巴巴的客服电话怎么联系？我需要咨询点问题。,在阿里巴巴中联系官方客服,阿里巴巴,客服,<Plan>#客服#在$阿里巴巴$中联系客服</Plan><Finish>,,√,0,,,,,,,,,,,,
我在毒上怎么联系客服啊？,在得物中联系客服,得物,客服,<Plan>#客服#在$得物$中联系客服</Plan><Finish>,,√,0,,,,,,,,,,,,
帮我联系一下得物的客服，问下退货流程。,在得物中联系客服,得物,客服,<Plan>#客服#在$得物$中联系客服询问退货流程</Plan><Finish>,,√,1,,,,,,,,,,,,
得物APP里有在线客服吗？我想咨询个问题。,在得物中联系客服,得物,客服,<Plan>#客服#在$得物$中联系客服</Plan><Finish>,,√,0,,,,,,,,,,,,
快帮我找得物客服，我需要人工服务！,在得物中联系客服,得物,客服,<Plan>#客服#在$得物$中联系客服</Plan><Finish>,,√,0,,,,,,,,,,,,
在dw上面怎么给客服发消息？,在得物中联系客服,得物,客服,<Plan>#客服#在$得物$中给客服发消息</Plan><Finish>,,√,1,,,,,,,,,,,,
在抖音里怎么打开我的客服页面？,在抖音中打开我的客服页面,抖音,客服,<Plan>#客服#在$抖音$中打开客服页面</Plan><Finish>,,√,0,,,,,,,,,,,,
YOYO，帮我进入抖音的客服中心。,在抖音中打开我的客服页面,抖音,客服,<Plan>#客服#在$抖音$中打开客服中心</Plan><Finish>,,√,0,,,,,,,,,,,,
我想在dy里面找找客服页面，应该怎么操作？,在抖音中打开我的客服页面,抖音,客服,<Plan>#客服#在$抖音$中打开客服页面</Plan><Finish>,,√,1,,,,,,,,,,,,
抖音视频里有没有办法直接跳转到客服页面？,在抖音中打开我的客服页面,抖音,客服,<Plan>#客服#在$抖音$中打开客服页面</Plan><Finish>,,√,0,,,,,,,,,,,,
快点教我在抖音里找到客服页面！,在抖音中打开我的客服页面,抖音,客服,<Plan>#客服#在$抖音$中打开客服页面</Plan><Finish>,,√,1,,,,,,,,,,,,
YoYo，我在抖音火山版里怎么联系客服啊？,在抖音火山版中联系我的客服,抖音火山版,客服,<Plan>#客服#在$抖音火山版$中联系客服</Plan><Finish>,,√,1,,,,,,,,,,,,
帮我联系一下火山小视频的客服，我有急事！,在抖音火山版中联系我的客服,抖音火山版,客服,<Plan>#客服#联系$抖音火山版$的客服</Plan><Finish>,<Plan>#客服#在系$抖音火山版$中联系客服</Plan><Finish>,√,1,,,,,,,,,,,,
火山版抖音的客服怎么联系，快告诉我！,在抖音火山版中联系我的客服,抖音火山版,客服,<Plan>#客服#在$抖音火山版$中联系客服</Plan><Finish>,,√,0,,,,,,,,,,,,
我想在火山app里找找客服入口，能教我吗？,在抖音火山版中联系我的客服,抖音火山版,客服,<Plan>#客服#在$抖音火山版$中查看客服入口</Plan><Finish>,,√,0,,,,,,,,,,,,
YoYo，快帮我查一下抖音火山版里的在线客服在哪！,在抖音火山版中联系我的客服,抖音火山版,客服,<Plan>#客服#在$抖音火山版$中打开客服</Plan><Finish>,,√,0,,,,,,,,,,,,
在抖音极速版里怎么找到我的客服页面？,在抖音极速版中打开我的客服页面,抖音极速版,客服,<Plan>#客服#在$抖音极速版$中查看客服页面</Plan><Finish>,,√,0,,,,,,,,,,,,
YoYo，帮我打开抖音极速版里的客服页面。,在抖音极速版中打开我的客服页面,抖音极速版,客服,<Plan>#客服#在$抖音极速版$中打开客服页面</Plan><Finish>,,√,0,,,,,,,,,,,,
我想在我的抖音极速版里面联系客服，应该怎么操作？,在抖音极速版中打开我的客服页面,抖音极速版,客服,<Plan>#客服#在$抖音极速版$中联系客服</Plan><Finish>,,√,1,,,,,,,,,,,,
YoYo，我在抖音极速版里哪里可以找到客服入口？,在抖音极速版中打开我的客服页面,抖音极速版,客服,<Plan>#客服#在$抖音极速版$中查看客服入口</Plan><Finish>,,√,0,,,,,,,,,,,,
快点帮我进入抖音极速版的客服页面！,在抖音极速版中打开我的客服页面,抖音极速版,客服,<Plan>#客服#在$抖音极速版$中打开客服页面</Plan><Finish>,,√,1,,,,,,,,,,,,
京东的客服怎么找？我想联系他们。,在京东中查看客户服务,京东,客服,<Plan>#客服#在$京东$中打开客服</Plan><Finish>,,√,0,,,,,,,,,,,,
YoYo，帮我打开京东商城的在线客服页面。,在京东中查看客户服务,京东,客服,<Plan>#客服#在$京东$中打开在线客服页面</Plan><Finish>,,√,0,,,,,,,,,,,,
在京东买东西怎么联系客服啊？,在京东中查看客户服务,京东,客服,<Plan>#客服#在$京东$中联系客服</Plan><Finish>,,√,1,,,,,,,,,,,,
我要在JD上看一下客户服务。,在京东中查看客户服务,京东,客服,<Plan>#客服#在$京东$中查看客户服务</Plan><Finish>,,√,0,,,,,,,,,,,,
京东的客服怎么联系？,在京东中查看客户服务,京东,客服,<Plan>#客服#在$京东$中联系客服</Plan><Finish>,,√,1,,,,,,,,,,,,
我在快手视频里找不到联系官方客服的入口，你能告诉我怎么联系吗？,在快手中联系官方客服,快手,客服,<Plan>#客服#在$快手$中查看官方客服入口</Plan><Finish>,,√,0,,,,,,,,,,,,
YoYo，帮我查一下快手app客服怎么打开。,在快手中联系官方客服,快手,客服,<Plan>#客服#在$快手$中打开客服</Plan><Finish>,,√,0,,,,,,,,,,,,
怎么在快手里面联系官方客服啊？,在快手中联系官方客服,快手,客服,<Plan>#客服#在$快手$中联系官方客服</Plan><Finish>,,√,0,,,,,,,,,,,,
快手短视频里有没有联系客服的方法？,在快手中联系官方客服,快手,客服,<Plan>#客服#在$快手$中查看联系客服的方法</Plan><Finish>,,√,1,,,,,,,,,,,,
YoYo，我需要联系快手的官方客服,在快手中联系官方客服,快手,客服,<Plan>#客服#在$快手$中联系官方客服</Plan><Finish>,,√,1,,,,,,,,,,,,
我在快手极速里怎么联系不到官方客服啊？,在快手极速版中联系官方客服,快手极速版,客服,<Plan>#客服#在$快手极速版$中联系官方客服</Plan><Finish>,,√,0,,,,,,,,,,,,
YoYo，帮我查一下快手极速版里的官方客服入口在哪里。,在快手极速版中联系官方客服,快手极速版,客服,<Plan>#客服#在$快手极速版$中查看官方客服入口</Plan><Finish>,,√,0,,,,,,,,,,,,
快告诉我快手极速版里面怎么找到官方客服！,在快手极速版中联系官方客服,快手极速版,客服,<Plan>#客服#在$快手极速版$中查看官方客服</Plan><Finish>,,√,0,,,,,,,,,,,,
YoYo，我想在快手极速版里面联系官方客服，该怎么做？,在快手极速版中联系官方客服,快手极速版,客服,<Plan>#客服#在$快手极速版$中联系客服</Plan><Finish>,,√,1,,,,,,,,,,,,
YoYo，你知道快手极速版里面客服怎么找？,在快手极速版中联系官方客服,快手极速版,客服,<Plan>#客服#在$快手极速版$中打开客服</Plan><Finish>,,√,1,,,,,,,,,,,,
YoYo，我在拼多多上遇到问题了，怎么联系官方客服啊？,在拼多多中联系官方客服,拼多多,客服,<Plan>#客服#在$拼多多$中联系官方客服</Plan><Finish>,,√,1,,,,,,,,,,,,
拼夕夕里有没有可以直接联系官方客服的入口？,在拼多多中联系官方客服,拼多多,客服,<Plan>#客服#在$拼多多$中打开官方客服入口</Plan><Finish>,,√,0,,,,,,,,,,,,
教我在PDD里面找到联系官方客服的方法。,在拼多多中联系官方客服,拼多多,客服,<Plan>#客服#在$拼多多$中打开客服</Plan><Finish>,,√,1,,,,,,,,,,,,
在拼多多下单后怎么联系官方客服处理订单问题？,在拼多多中联系官方客服,拼多多,客服,<Plan>#客服#在$拼多多$中打开客服进行订单问题处理</Plan><Finish>,,√,0,,,,,,,,,,,,
我想投诉，怎么在pdd里联系到官方客服？,在拼多多中联系官方客服,拼多多,客服,<Plan>#客服#在$拼多多$中打开客服</Plan><Finish>,,√,0,,,,,,,,,,,,
我在淘宝网里怎么联系客服啊？,在淘宝中联系客服,淘宝,客服,<Plan>#客服#在$淘宝$中联系客服</Plan><Finish>,,√,1,,,,,,,,,,,,
YoYo，帮我找到淘宝商城的客服入口。,在淘宝中联系客服,淘宝,客服,<Plan>#客服#在$淘宝$中打开客服入口</Plan><Finish>,,√,0,,,,,,,,,,,,
我想在淘宝上咨询商品问题，怎么联系客服？,在淘宝中联系客服,淘宝,客服,<Plan>#客服#在$淘宝$中联系客服</Plan><Finish>,,√,0,,,,,,,,,,,,
淘宝客服怎么找？有快捷方式吗？,在淘宝中联系客服,淘宝,客服,<Plan>#客服#在$淘宝$中联系客服</Plan><Finish>,,√,1,,,,,,,,,,,,
YoYo，快告诉我淘宝怎么直接联系客服！,在淘宝中联系客服,淘宝,客服,<Plan>#客服#在$淘宝$中打开客服</Plan><Finish>,,√,0,,,,,,,,,,,,
我在天猫商城里怎么联系客服呀？,在天猫中联系客服,天猫,客服,<Plan>#客服#在$天猫$中联系客服</Plan><Finish>,,√,0,,,,,,,,,,,,
YOYO，帮我找到天猫的客服入口。,在天猫中联系客服,天猫,客服,<Plan>#客服#在$天猫$中打开客服入口</Plan><Finish>,,√,1,,,,,,,,,,,,
天猫的客服怎么联系，我想咨询个问题。,在天猫中联系客服,天猫,客服,<Plan>#客服#在$天猫$中联系客服</Plan><Finish>,,√,1,,,,,,,,,,,,
天猫app里面在哪里能找到在线客服？,在天猫中联系客服,天猫,客服,<Plan>#客服#在$天猫$中查看在线客服</Plan><Finish>,,√,0,,,,,,,,,,,,
我想在天猫商城和官方客服聊天，怎么操作？,在天猫中联系客服,天猫,客服,<Plan>#客服#在$天猫$中联系官方客服</Plan><Finish>,,√,0,,,,,,,,,,,,
联系唯品会客服帮我处理问题。,在唯品会中联系唯品客服,唯品会,客服,<Plan>#客服#在$唯品会$中联系客服</Plan><Finish>,,√,1,,,,,,,,,,,,
YoYo，怎么在唯品会里找到客服联系方式？,在唯品会中联系唯品客服,唯品会,客服,<Plan>#客服#在$唯品会$中查看客服联系方式</Plan><Finish>,,√,1,,,,,,,,,,,,
唯品会上的东西有问题，我要找客服投诉！,在唯品会中联系唯品客服,唯品会,客服,<Plan>#客服#在$唯品会$中联系客服投诉</Plan><Finish>,,√,0,,,,,,,,,,,,
我在唯品会买的商品还没发货，怎么联系客服改地址？,在唯品会中联系唯品客服,唯品会,客服,<Plan>#物流#查看在$唯品会$中购买的商品发货情况<br>#客服#在$唯品会$中联系客服更改地址</Plan><Finish>,<Plan>#客服#在$唯品会$中联系客服更改地址</Plan><Finish>,√,0,,,,,,,,,,,,
唯品客服在线吗？帮我看看这个订单怎么回事。,在唯品会中联系唯品客服,唯品会,客服,<Plan>#客服#在$唯品会$中查看订单<br>#搜索#在$唯品会$中搜索客服</Plan><Finish>,<Plan>#客服#在$唯品会$中联系客服</Plan><Finish>,√,0,,,,,,,,,,,,
我想联系闲鱼的客服。,在闲鱼中查看帮助与客服,闲鱼,客服,<Plan>#客服#在$闲鱼$中联系客服</Plan><Finish>,,√,0,,,,,,,,,,,,
YOYO，帮我打开闲鱼市场，我要去联系客服投诉这个卖家。,在闲鱼中查看帮助与客服,闲鱼,客服,<Plan>#客服#在$闲鱼$中打开客服进行投诉</Plan><Finish>,,√,0,,,,,,,,,,,,
咸鱼上联系客服帮助？,在闲鱼中查看帮助与客服,闲鱼,客服,<Plan>#客服#在$咸鱼$中联系客服</Plan><Finish>,<Plan>#客服#在$闲鱼$中联系客服</Plan><Finish>,√,1,,,,,,,,,,,,
带我去闲鱼找一下帮助与客服吧。,在闲鱼中查看帮助与客服,闲鱼,客服,<Plan>#客服#在$闲鱼$中打开客服</Plan><Finish>,,√,0,,,,,,,,,,,,
哎，闲鱼上怎么找客服啊？,在闲鱼中查看帮助与客服,闲鱼,客服,<Plan>#客服#在$闲鱼$中打开客服</Plan><Finish>,,√,1,,,,,,,,,,,,
我在转转市场里怎么联系在线客服？,在转转中联系在线客服,转转,客服,<Plan>#客服#在$转转$中联系在线客服</Plan><Finish>,,√,0,,,,,,,,,,,,
YoYo，帮我打开转转二手的在线客服页面。,在转转中联系在线客服,转转,客服,<Plan>#客服#在$转转$中打开在线客服页面</Plan><Finish>,,√,0,,,,,,,,,,,,
