大类,app,指令,query,是否重复（1/0）,修改后query,plan（在xx中做什么）,问题,标注人,assistant,,,,,,,
购物-购物车,唯品会,在唯品会中将送至<地址>的<搜索内容>加入购物车,YoYo，我想在唯品网搜索连衣裙并加入购物车，请安排送至上海市浦东新区张江镇香楠路555弄10号。,,,在唯品网中搜索连衣裙并选择上海市浦东新区张江镇香楠路555弄10号加入购物车,,徐琛琨,好的，已经帮您将唯品会上的运动鞋加入购物车，并填写了北京市朝阳区建国路87号小区3号楼402的收货地址，购物车里的商品已经准备就绪啦！还有其他需要帮忙的吗？,,,,,,,
购物-购物车,唯品会,在唯品会中将送至<地址>的<数量><规格>的<搜索内容>加入购物车,帮我把唯品会里那双42码的运动鞋加购两双送到朝阳区建国路88号。,,帮我把唯品会里那双42码的运动鞋加购两双到购物车送到朝阳区建国路88号。,在唯品会中把两双42码运动鞋加入购物车送到朝阳区建国路88号,,徐琛琨,好的呀，已经为您在唯品网搜索并选好了连衣裙，还帮您把收货地址设为上海市浦东新区张江镇香楠路555弄10号啦。有其他需要也可以随时喊YoYo哦~,,,,,,,
购物-购物车,唯品会,在唯品会中将送至<地址>的<数量><规格>的<搜索内容>加入购物车,唯品网能不能把我看中的那款红色连衣裙M码一件加入购物车，送到海淀区知春路10号。,,,在唯品网中搜索红色连衣裙并加入购物车，规格为M码，数量为一件，地址为海淀区知春路10号,,徐琛琨,好的，已为您将唯品会中那双42码的运动鞋加入购物车，并选择了两双，配送地址也已经设置为朝阳区建国路88号。还有其他需要帮您的吗？,,,,,,,
购物-下单,唯品会,在唯品会中下单<搜索内容>,帮我下单唯品会的连衣裙。,,,在唯品会中下单连衣裙,,徐琛琨,好的，已经帮您将那款心仪的红色连衣裙M码加入购物车，并选择配送到海淀区知春路10号。购物车里的宝贝已为您妥善安排，随时可以下单哦，还有需要帮忙的吗？,,,,,,,
购物-下单,唯品会,在唯品会中下单<搜索内容>,唯品网能下单运动鞋吗？,,,在唯品网中下单运动鞋,,徐琛琨,好的，已为您在唯品会上挑选并成功下单一条优雅连衣裙，期待它为您增添更多魅力！还有其他需要帮忙的吗？,,,,,,,
购物-下单,唯品会,在唯品会中下单<规格>的<搜索内容>,在唯品会帮我下单L码的男士卫衣。,,,在唯品会中下单L码的男士卫衣,,徐琛琨,当然可以哦，已经在唯品网为您挑选了几款热销运动鞋，挑选心仪的那一双吧，有需要随时找YoYo~,,,,,,,
购物-下单,唯品会,在唯品会中下单<规格>的<搜索内容>,我想在唯品网购买一双42码的运动鞋。,,,在唯品网中下单一双42码的运动鞋,,徐琛琨,好的，已经帮您在唯品会下单了L码的男士卫衣，预计不久就能收到哦。还有其他想买的，随时告诉我~,,,,,,,
购物-下单,唯品会,在唯品会中下单<数量>的<搜索内容>,在唯品会下单2件冬季加厚羽绒服。,,,在唯品会中下单2件冬季加厚羽绒服,,徐琛琨,好的，已经在唯品会上为您找到42码的运动鞋啦，有几款正在热销，需要帮您加入购物车吗？,,,,,,,
购物-下单,唯品会,在唯品会中下单<数量>的<搜索内容>,帮我给唯品网的订单备注发顺丰，买的是2双运动鞋。,,,在唯品网中下单2双运动鞋备注发顺丰,,徐琛琨,好的，已为您在唯品会下单2件冬季加厚羽绒服，贴心包裹正在飞奔向您的路上啦～还有其他想买的，随时告诉YoYo哦！,,,,,,,
购物-下单,唯品会,在唯品会中下单<搜索内容>送至<地址>,在唯品会下单儿童书包送到北京市朝阳区建国路88号soho现代城c座1002室。,,,在唯品会中下单儿童书包送至北京市朝阳区建国路88号soho现代城c座1002室,,徐琛琨,好的，已为您在唯品网的运动鞋订单上备注发顺丰，双倍运动鞋已安排妥妥啦~还有其他需要帮忙的吗？,,,,,,,
购物-下单,唯品会,在唯品会中下单<搜索内容>送至<地址>,YOYO，我要在唯品网买一双运动鞋，送到杭州市西湖区文三路159号，请尽快安排下单。,,,在唯品网中下单一双运动鞋送至杭州市西湖区文三路159号,,徐琛琨,好的，已为您在唯品会下单儿童书包，并确保送到北京市朝阳区建国路88号SOHO现代城C座1002室，有需要随时找我哦~,,,,,,,
购物-下单,唯品会,在唯品会中用<支付方式>下单<搜索内容>,我在唯品会上用支付宝下单连衣裙。,,,在唯品会中用支付宝下单连衣裙,,徐琛琨,好的，已经为您在唯品网下单购买运动鞋，并确保尽快送往杭州市西湖区文三路159号，有需要随时找我哦～,,,,,,,
购物-下单,唯品会,在唯品会中用<支付方式>下单<搜索内容>,帮我用银行卡在唯品网下单运动鞋。,,,在唯品网中用银行卡下单运动鞋,,徐琛琨,好的，已为您在唯品会上用支付宝成功下单连衣裙，订单信息已同步，有需要可以随时找YoYo哦~,,,,,,,
购物-下单,唯品会,在唯品会中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,在唯品会下单2件L码的纯棉T恤用微信支付送到北京市朝阳区建国路88号SOHO现代城3号楼1205室,,,在唯品会中下单2件L码的纯棉T恤用微信支付送至北京市朝阳区建国路88号SOHO现代城3号楼1205室,,徐琛琨,好的，已经帮您在唯品网成功下单运动鞋，支付也已完成，订单正在处理中哦。有需要可以随时找我，祝您购物愉快！,,,,,,,
购物-下单,唯品会,在唯品会中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,帮我直接下单1双42码的运动鞋用支付宝支付送到上海市浦东新区张江镇碧波路690号普天大厦703室,,帮我在唯品会直接下单1双42码的运动鞋用支付宝支付送到上海市浦东新区张江镇碧波路690号普天大厦703室,在唯品会中下单1双42码的运动鞋用支付宝支付送至上海市浦东新区张江镇碧波路690号普天大厦703室,,徐琛琨,好的，已为您在唯品会下单2件L码的纯棉T恤，并用微信支付成功，包裹将送往北京市朝阳区建国路88号SOHO现代城3号楼1205室。预计很快就能送达，有需要再随时找我哦~,,,,,,,
购物-收藏,唯品会,在唯品会中收藏<搜索内容>,YoYo，帮我把唯品会里那款保湿面霜加入收藏夹。,,,在唯品会中把保湿面霜加入收藏夹,,徐琛琨,好的呀，已经在唯品会为您下单了一双42码的运动鞋，选择的是支付宝支付，并且地址也填写到了上海市浦东新区张江镇碧波路690号普天大厦703室。订单提交成功啦，有需要随时找YoYo哦！,,,,,,,
购物-收藏,唯品会,在唯品会中收藏<搜索内容>,我想在唯品网收藏一款修身牛仔裤，YoYo能帮我操作一下吗？,,,在唯品网中收藏修身牛仔裤,,徐琛琨,好的呀，已经帮您把唯品会里的那款保湿面霜加入收藏夹啦，随时可以回去查看哦～还有其他需要帮忙的吗？,,,,,,,
购物-搜索,唯品会,在唯品会中打开政府补贴并搜索<搜索内容>,帮我打开唯品会里的政府补贴，然后搜一下运动鞋。,,,在唯品会中打开政府补贴并搜索运动鞋,,徐琛琨,好的呀，已经帮您在唯品会收藏了那款修身牛仔裤，随时可以回来查看呢~还有其他想收藏的宝贝吗？YoYo随时待命哦！,,,,,,,
购物-搜索,唯品会,在唯品会中打开政府补贴并搜索<搜索内容>,YoYo，快在唯品会里找找看有没有政府补贴的家电可以买。,,YoYo，快在唯品会里找找看有没有政府补贴的冰箱可以买。,在唯品会中查找政府补贴的冰箱,,徐琛琨,好的，已经为您打开唯品会里的政府补贴专区，并为您搜索了运动鞋，有需要进一步操作可以随时告诉我哦。,,,,,,,
购物-收藏,唯品会,在唯品会中删除收藏中的<搜索内容>,唯品网里怎么删掉收藏里的安踏运动鞋啊？,,,在唯品网中删除收藏中的安踏运动鞋,,徐琛琨,好的，已经帮您在唯品会上筛选了有政府补贴的冰箱，目前有几款性价比不错的型号，需要我帮您具体了解一下哪一款吗？,,,,,,,
购物-收藏,唯品会,在唯品会中删除收藏中的<搜索内容>,帮我把唯品会收藏夹里的太平鸟连衣裙删除掉。,,,在唯品会中删除收藏夹中的太平鸟连衣裙,,徐琛琨,好的，已帮您从唯品网的收藏夹中移除了安踏运动鞋，还有其他想处理的收藏商品吗？随时告诉我哦~,,,,,,,
购物-物流,唯品会,在唯品会中查看<搜索内容>订单的物流单号,帮我查一下唯品会里连衣裙订单的物流单号。,,,在唯品会中查看连衣裙订单的物流单号,,徐琛琨,好的，已帮您从唯品会收藏夹中移除了太平鸟的连衣裙，如还有其他需要整理的，随时告诉我哦~,,,,,,,
购物-物流,唯品会,在唯品会中查看<搜索内容>订单的物流单号,唯品网里那个运动鞋的物流信息你能帮我查到吗？,,唯品网里那个运动鞋的物流单号你能帮我查到吗？,在唯品网中查看运动鞋订单的物流单号,,徐琛琨,好的，已为您查到唯品会中连衣裙订单的物流单号，您可以在订单详情中查看具体信息哦。需要其他帮助随时告诉我~,,,,,,,
购物-物流,唯品会,在唯品会中给<搜索内容>订单催发货,YoYo，我在唯品会买的运动鞋订单怎么还没发货，能帮我催一下吗？,,,在唯品会中给运动鞋订单催发货,,徐琛琨,好的，已经在唯品会中找到您运动鞋的订单，并查看了物流信息，单号是SF123456789。快递正在运输中，预计两天内送达，请注意查收哦。还有其他需要帮忙的吗？,,,,,,,
购物-物流,唯品会,在唯品会中给<搜索内容>订单催发货,YoYo，帮忙催催我那件在唯品网下单的羽绒服订单，发货太慢了！,,,在唯品网中给羽绒服订单催发货,,徐琛琨,好的，已经帮您查看并催促了唯品会的运动鞋订单发货进度，目前订单正在加急处理中，发货后会第一时间通知您哦。还有其他需要帮忙的吗？,,,,,,,
购物-物流,唯品会,在唯品会中给<搜索内容>订单催配送,YoYo，帮我给唯品会里买的运动鞋订单催下配送。,,,在唯品会中给运动鞋订单催配送,,徐琛琨,好的，已经帮您催促唯品网的羽绒服订单发货啦，加急处理中！有进展会第一时间通知您哦～,,,,,,,
购物-物流,唯品会,在唯品会中给<搜索内容>订单催配送,唯品网下单的连衣裙怎么还没发货，快点催促一下配送呗。,,,在唯品网中给连衣裙订单催促配送,,徐琛琨,好的，已经帮您催促了唯品会运动鞋订单的配送，预计物流会有更快的更新，稍后记得留意物流信息哦～还有其他需要帮忙的，随时找我YoYo！,,,,,,,
购物-物流,唯品会,在唯品会中给<搜索内容>订单确认收货,唯品网上怎么给已经收到的运动鞋订单确认收货啊？,,,在唯品网中给运动鞋订单确认收货,,徐琛琨,好的，已经为您加急处理唯品网的连衣裙发货事宜，订单状态一有更新就会第一时间通知您哦～还有其他需要帮忙的，随时找我就好！,,,,,,,
购物-物流,唯品会,在唯品会中给<搜索内容>订单确认收货,帮我给唯品会里买的那条连衣裙订单确认收货。,,,在唯品会中给连衣裙订单确认收货,,徐琛琨,已经帮您完成了运动鞋订单的确认收货操作，整个流程顺利结束啦！如果还有其他问题，随时告诉我哦，很乐意为您服务~,,,,,,,
购物-订单,唯品会,在唯品会中给<搜索内容>订单申请售后,我在唯品会买的连衣裙怎么申请退货退款？,,,在唯品会中给连衣裙订单申请退货退款,,徐琛琨,已经帮您确认收货啦，那条连衣裙应该很快就会正式进入您的账户啦，还有其他需要帮忙的吗？,,,,,,,
购物-订单,唯品会,在唯品会中给<搜索内容>订单申请售后,帮我给唯品会上的运动鞋订单申请换货。,,,在唯品会中给运动鞋订单申请换货,,徐琛琨,好的，已为您找到唯品会上的连衣裙订单，并为您准备好了退货退款的申请入口，有需要可以随时告诉我哦。,,,,,,,
购物-订单,唯品会,在唯品会中给<搜索内容>订单申请<售后类型>且原因为<原因>,我在唯品会买的连衣裙订单怎么申请退货退款，原因是质量问题。,,,在唯品会中给连衣裙订单申请退货退款且原因为质量问题,,徐琛琨,好的，已经为您提交了唯品会上运动鞋订单的换货申请，客服会尽快与您联系确认换货详情。需要其他帮助随时告诉我哦~,,,,,,,
购物-订单,唯品会,在唯品会中给<搜索内容>订单申请<售后类型>且原因为<原因>,帮我给唯品会上买的运动鞋订单申请仅退款，因为发货太慢了。,,,在唯品会中给运动鞋订单申请仅退款且原因为发货太慢,,徐琛琨,好的，已为您找到唯品会上的连衣裙订单，并准备好了退货退款申请页面，贴心提醒您记得拍照留存质量问题的证据哦。需要帮助随时找我～,,,,,,,
购物-评价,唯品会,在唯品会中评价<搜索内容>订单,我在唯品会买了一双鞋子，怎么评价这条订单？,,,在唯品会中评价一双鞋子订单,,徐琛琨,好的，已经帮您提交了唯品会运动鞋订单的仅退款申请，审核通常会在1-3个工作日内完成。希望问题能尽快解决，如还有其他需要帮助的地方，随时告诉我哦~,,,,,,,
购物-评价,唯品会,在唯品会中评价<搜索内容>订单,帮我给唯品网里买的那件外套写个好评，五星评价。,,帮我给唯品网里买的那件外套写个好评,在唯品网中给外套订单好评,,徐琛琨,好的，已经帮您查到了唯品会上那双鞋子的订单信息，评价页面也已经为您准备好啦，有需要随时告诉我哦~,,,,,,,
