类型,轮次,query,plan,reply,assistant,app,大类,origin_instruct,责任人,tag,,,,,,,,,,,,,
多轮-追问-单任务,2,看抖音极速版的,在$抖音极速版$中的商城中查看待支付订单,完成,好的,抖音极速版,订单,在抖音极速版的商城中查看待支付订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,查看一下商城的待发货订单怎么还没发,在$$中的商城中查看待发货订单,请问您是要在哪个app查看呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,就抖音极速版中啊,在$抖音极速版$中的商城中查看待发货订单,完成,好的,抖音极速版,订单,在抖音极速版的商城中查看待发货订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我的好了吗，商城的待收货订单,在$$中的商城中查看待收货订单,请问您是要在哪个app查看呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,抖音极速版的，快点,在$抖音极速版$中的商城中查看待收货订单,完成,好的,抖音极速版,订单,在抖音极速版的商城中查看待收货订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我想评价订单，你帮我看下商城里哪些没评价,在$$中的商城中查看待评价订单,请问您是要在哪个app查看呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,抖音极速版里面的,在$抖音极速版$中的商城中查看待评价订单,完成,好的,抖音极速版,订单,在抖音极速版的商城中查看待评价订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,看看商城里面我的订单售后到哪了,在$$中的商城中查看售后订单,请问您是要查看哪个app的售后订单呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,看抖音极速版的,在$抖音极速版$中的商城中查看售后订单,完成,好的,抖音极速版,订单,在抖音极速版的商城中查看售后订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,看下商城里面我的订单物流到哪了,在$$中的商城中查看订单物流,请问您是要查看哪个app的订单物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,抖音极速版的呀,在$抖音极速版$中的商城中查看订单物流,完成,好的,抖音极速版,物流,在抖音极速版的商城中查看订单物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我已签收物流的东西呢，怎么看,在$$中查看已签收物流,请问您是要查看哪个app的已签收物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,就那个商城里的,在$$中的商城中查看已签收物流,请问您是要哪个app查看商城中的已签收物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,3,抖音极速版的呀,在$抖音极速版$中的商城中查看已签收物流,完成,好的,抖音极速版,物流,在抖音极速版的商城中查看已签收物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,看看我的商城中有哪些待取件,在$$中的商城中查看待取件物流,请问您是要查看哪个app的待取件物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,就要抖音极速版,在$抖音极速版$中的商城中查看待取件物流,完成,好的,抖音极速版,物流,在抖音极速版的商城中查看待取件物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,看看商城里我的宝贝派送到哪里了,在$$中的商城中查看派送中物流,请问您是要查看哪个app的派送中物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,当然是抖音极速版的呀,在$抖音极速版$中的商城中查看派送中物流,完成,好的,抖音极速版,物流,在抖音极速版的商城中查看派送中物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,怎么还没到，在商城里看看物流送到哪了,在$$中的商城中查看运送中物流,请问您是要查看哪个app的运送中物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,抖音极速版,在$抖音极速版$中的商城中查看运送中物流,完成,好的,抖音极速版,物流,在抖音极速版的商城中查看运送中物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我之前在商城中都搜过啥,在$$中的商城中查看搜索历史,请问您是要查看哪个app的搜索历史呢？,请问使用什么app？,,搜索,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,在快手极速版,在$快手极速版$中的商城中查看搜索历史,完成,好的,快手极速版,搜索,在快手极速版的商城中查看搜索历史,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,帮我清除的商城中搜索历史,在$$中的商城中清除搜索历史,请问是用什么app操作？,请问使用什么app？,,搜索,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,清除快手极速版的,在$快手极速版$中的商城中清除搜索历史,完成,好的,快手极速版,搜索,在快手极速版的商城中清除搜索历史,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,哟哟哟哟我要这个同款，帮我在商城里拍照搜索下,在$$中的商城中使用拍照搜索功能,请问您是要使用哪个app的拍照搜索功能呢？,请问使用什么app？,,搜索,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,在快手极速版用,在$快手极速版$中的商城中使用拍照搜索功能,完成,好的,快手极速版,搜索,在快手极速版的商城中使用拍照搜索功能,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,看看我的订单，在商城中,在$$中的商城中查看我的订单,请问您是在哪个app查看呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,快手极速版的,在$快手极速版$中的商城中查看我的订单,完成,好的,快手极速版,订单,在快手极速版的商城中查看我的订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,看看商城我的待支付订单,在$$中的商城中查看待支付订单,请问您是要查看哪个app的待支付订单呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,笨死了，我除了快手极速版还有哪个app能看,在$快手极速版$中的商城中查看待支付订单,完成,好的,快手极速版,订单,在快手极速版的商城中查看待支付订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,好慢啊，看看商城里我的还没发货订单怎么样了,在$$中的商城中查看待发货订单,请问您是要查看哪个app的待发货订单呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,垃圾快手极速版,在$快手极速版$中的商城中查看待发货订单,完成,好的,快手极速版,订单,在快手极速版的商城中查看待发货订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我好像商城有订单到货了，你帮我看看哪些待收货,在$$中的商城中查看待收货订单,请问您是要查看哪个app的待收货订单呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,快手极速版,在$快手极速版$中的商城中查看待收货订单,完成,好的,快手极速版,订单,在快手极速版的商城中查看待收货订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,想给差评了，你帮我看看商城哪些订单是待评价的,在$$中的商城中查看待评价订单,请问您是要查看哪个app的待评价订单呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,真笨，待会儿也给你差评，是快手极速版,在$快手极速版$中的商城中查看待评价订单,完成,好的,快手极速版,订单,在快手极速版的商城中查看待评价订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我商城退货的东西怎么还没好，优优帮我看看售后订单,在$$中的商城中查看售后订单,请问您是要查看哪个app的售后订单呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,快手极速版,在$快手极速版$中的商城中查看售后订单,完成,好的,快手极速版,订单,在快手极速版的商城中查看售后订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我东西到哪了，帮我看看的商城订单物流,在$$中的商城中查看订单物流,请问您是要查看哪个app的订单物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,快手极速版，这也太慢了,在$快手极速版$中的商城中查看订单物流,完成,好的,快手极速版,物流,在快手极速版的商城中查看订单物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,都十天了，我的退款售后订单怎么样了,在$$中查看退款售后订单,请问您是要查看哪个app的退款售后订单呢？,请问使用什么app？,,订单,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,拼多多的,在$拼多多$中查看退款售后订单,完成,好的,拼多多,订单,在拼多多中查看退款售后订单,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,查查我的物流,在$$中查看物流,请问您是要查哪个app的物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,除了拼多多还能有谁,在$拼多多$中查看物流,完成,好的,拼多多,物流,在拼多多中查看物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我的收件物流都有哪些,在$$中查看我的收件物流,请问您是要查哪个app的收件物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,查拼多多的,在$拼多多$中查看我的收件物流,完成,好的,拼多多,物流,在拼多多中查看我的收件物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,好像还有几件没发货吧，看看还有多少待发货物流,在$$中查看待发货物流,请问您是要查看哪个app的待发货物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,拼夕夕的，不对，是拼多多的,在$拼多多$中查看待发货物流,完成,好的,拼多多,物流,在拼多多中查看待发货物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我的天，快递怎么还没到，看看我的运输中物流到哪里了,在$$中查看运输中物流,请问您是要查看哪个app的运输中物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,哎，拼多多的,在$拼多多$中查看运输中物流,完成,好的,拼多多,物流,在拼多多中查看运输中物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,小优小优，我的派件中物流到那里呀,在$$中查看派件中物流,请问您是要查看哪个app的派件中物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,当然是拼多多的呀,在$拼多多$中查看派件中物流,完成,好的,拼多多,物流,在拼多多中查看派件中物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,帮我看看我有哪些待取件物流,在$$中查看待取件物流,请问您是要查看哪个app的待取件物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,在拼多多,在$拼多多$中查看待取件物流,完成,好的,拼多多,物流,在拼多多中查看待取件物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我签收了几个，太多忘了，你帮我看下,在$$中查看已签收物流,请问您是要查看哪个app的已签收物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,那个哪个那拼多多的,在$拼多多$中查看已签收物流,完成,好的,拼多多,物流,在拼多多中查看已签收物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我的寄件到哪里了，你帮我查查物流,在$$中查我的寄件物流,请问您是要查哪个app的寄件物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,是拼多多多呀,在$拼多多$中查看我的寄件物流,完成,好的,拼多多,物流,在拼多多中查看我的寄件物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我东西寄出去了吗，好像没寄，你帮我看看有没有待寄出的,在$$中查看待寄出物流,请问您是要查看哪个app的待寄出物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,嗯嗯嗯嗯拼多多的,在$拼多多$中查看待寄出物流,完成,好的,拼多多,物流,在拼多多中查看待寄出物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,你帮我看看已寄出物流吧，应该到了已经,在$$中查看已寄出物流,请问您是要查看哪个app的寄出物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,拼多多的,在$拼多多$中查看已寄出物流,完成,好的,拼多多,物流,在拼多多中查看已寄出物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我已取消物流现在怎么样了,在$$中查看已取消物流,请问您是要查看哪个app的已取消物流呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,拼多多上的,在$拼多多$中查看已取消物流,完成,好的,拼多多,物流,在拼多多中查看已取消物流,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,我快递好像到了，看看哪些待取件,在$$中待取件的快递,请问您是要查看哪个app的待取件的快递呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,淘宝的吧好像,在$淘宝$中查看待取件的快递,完成,好的,淘宝,物流,在淘宝中查看待取件的快递,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,1,今天应该到了吧，看看我的派送中快递,在$$中查看派送中的快递,请问您是要查看哪个app的派送中的快递呢？,请问使用什么app？,,物流,,徐琛琨,,,,,,,,,,,,,,
多轮-追问-单任务,2,我也没其他的呀，不肯定是淘宝的,在$淘宝$中查看派送中的快递,完成,好的,淘宝,物流,在淘宝中查看派送中的快递,徐琛琨,,,,,,,,,,,,,,
多轮-追问-多任务,1,看看我商城里的待支付订单和搜索历史,"在$$中的商城中查看待支付订单
 在$$中的商城中查看搜索历史","请问是用什么app查看待支付订单呢？
请问是用什么app查看搜索历史呢？",请问使用什么app？,,"订单
搜索",,徐琛琨,,,,,,,,,,,,,,
多轮-追问-多任务,2,抖音极速版的订单和快手的搜索历史,"在$抖音极速版$中的商城中查看待支付订单
 在$快手$中的商城中查看搜索历史","完成
完成",好的,"抖音极速版
 快手","订单
搜索","在抖音极速版的商城中查看待支付订单
在快手的商城中查看搜索历史",徐琛琨,,,,,,,,,,,,,,
