user_prompt_task,ground_truth,model_output,is_perfect_match,fn_accuracy,required_param_recall,param_f1,param_bleu_1,param_bleu_2,param_bleu_3,param_bleu_4,param_rouge_1,param_rouge_2,param_rouge_l,delay_seconds
在快手极速版中查看商城的售后订单,"[['1', 'open_orders_bought(app=""快手极速版"", order_status=""退款售后"")']]","[['1', 'search_order(app=""快手极速版"", search_info=""售后"", order_status=""退款售后"")']]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0319
在快手极速版中的商城查找诗集并按价格从低到高排序,"[['1', 'search_goods(app=""快手极速版"", search_info=""诗集"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=""快手极速版"", search_info=""诗集"", order_type=""价格从低到高"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1857
在快手极速版中的商城搜索'手工陶瓷杯'按销量排序,"[['1', 'search_goods(app=""快手极速版"", search_info=""手工陶瓷杯"", order_type=""销量"")']]","[['1', 'search_goods(app=""快手极速版"", search_info=""手工陶瓷杯"", order_type=""销量"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0723
在快手极速版中调出商城搜索历史记录,"[['1', 'open_search_history(app=""快手极速版"")']]","[['1', 'open_search_history(app=""快手极速版"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5597
在快手极速版中执行赚钱签到领金币操作,"[['1', 'sign_in(app=""快手极速版"", page_type=""金币"")']]","[['1', 'sign_in(app=""快手极速版"", page_type=""赚钱签到"")]])",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8391
在快手极速版中导航至商城界面查看待发货订单列表,"[['1', 'open_orders_bought(app=""快手极速版"", order_status=""待发货"")']]","[['1', 'open_orders_bought(app=""快手极速版"", order_status=""待发货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8646
在快手极速版中联系官方客服,"[['1', 'open_customer_service(app=""快手极速版"")']]","[['1', 'open_customer_service(app=""快手极速版"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6046
在快手极速版中搜索商城中的'PCR试剂盒'并按销量排序,"[['1', 'search_goods(app=""快手极速版"", search_info=""PCR试剂盒"", order_type=""销量"")']]","[['1', 'search_goods(app=""快手极速版"", search_info=""PCR试剂盒"", order_type=""销量"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0757
在快手极速版中显示购物车内容,"[['1', 'open_cart_content(app=""快手极速版"", filter_type=""无"")']]","[['1', 'open_cart_content(app=""快手极速版"", filter_type=""无"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8445
在快手极速版中执行拍照找相似功能针对水杯,"[['1', 'open_camera_search(app=""快手极速版"")']]","[['1', 'open_camera_search(app=""快手极速版"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6279
在快手极速版中查找商城店铺‘诗意书屋’,"[['1', 'search_stores(app=""快手极速版"", search_info=""诗意书屋"", order_type=""无"", filter_type=""无"")']]","[['2', 'search_stores(app=""快手极速版"", search_info=""诗意书屋"")']]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9171
在快手中的商城搜索DIY手工材料并按价格从低到高排序,"[['1', 'search_goods(app=""快手"", search_info=""DIY手工材料"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=""快手"", search_info=""DIY手工材料"", order_type=""价格从低到高"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2009
在快手中的商城查看待收货订单,"[['1', 'open_orders_bought(app=""快手"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=""快手"", order_status=""待收货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8586
在快手商城中搜索量化投资工具,"[['1', 'search_goods(app=""快手"", search_info=""量化投资工具"", order_type=""无"")']]","[['1', 'search_goods(app=""快手商城"", search_info=""量化投资工具"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,1.0000,0.5000,0.4444,0.3333,0.3333,0.5556,0.5000,0.5556,1.0162
在快手商城中查找DIY手工材料并按价格从高到低排序,"[['1', 'search_goods(app=""快手"", search_info=""DIY手工材料"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=""快手商城"", search_info=""DIY手工材料"", order_type=""价格从高到低"")']]",0.0000,1.0000,1.0000,1.0000,0.8333,0.7778,0.6667,0.6667,0.8889,0.8333,0.8889,1.2630
在快手商城中搜索店铺‘生物技术公司’,"[['1', 'search_stores(app=""快手"", search_info=""生物技术公司"", order_type=""无"", filter_type=""无"")']]","[['2', 'search_stores(app=""快手商城"", search_info=""生物技术公司"")']]",0.0000,1.0000,1.0000,0.6667,0.7500,0.6667,0.5000,0.5000,0.8333,0.7500,0.8333,0.8600
在快手中搜索商城中的投资课程按销量排序,"[['1', 'search_goods(app=""快手"", search_info=""投资课程"", order_type=""销量"")']]","[['1', 'search_goods(app=""快手"", search_info=""投资课程"", order_type=""销量"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9388
在快手中查看购物车,"[['1', 'open_cart_content(app=""快手"", filter_type=""无"")']]","[['1', 'open_cart_content(app=""快手"")']]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.4669
在快手中查看我收藏的小物件,"[['1', 'open_favorite_goods(app=""快手"", order_type=""无"", filter_type=""无"")']]","[['1', 'open_favorite_goods(app=""快手"", filter_type=""小物件"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7893
在快手中联系官方客服,"[['1', 'open_customer_service(app=""快手"")']]","[['1', 'open_customer_service(app=""快手"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5591
在快手中使用拍照找相似功能查找显微镜镜头,"[['1', 'open_camera_search(app=""快手"")']]","[['1', 'open_camera_search(app=""快手"")'], ['2', 'search_goods(app=""快手"", search_info=""显微镜镜头"", order_type=""综合 "")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4865
在快手中搜索财经书籍的订单,"[['1', 'search_order(app=""快手"", search_info=""财经书籍"", order_status=""无"")']]","[['2', 'search_order(app=""快手"", search_info=""财经书籍"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,0.7766
在快手中搜索商城中的显微镜配件并按价格升序排列,"[['1', 'search_goods(app=""快手"", search_info=""显微镜配件"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=""快手"", search_info=""显微镜配件"", order_type=""价格从低到高"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1689
在快手中显示商城搜索记录,"[['1', 'open_search_history(app=""快手"")']]","[['1', 'open_search_history(app=""快手"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5041
在拼多多中查找订单中的“便携洗漱包”,"[['1', 'search_order(app=""拼多多"", search_info=""便携洗漱包"", order_status=""无"")']]","[['2', 'search_order(app=""拼多多"", search_info=""便携洗漱包"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,0.8786
在拼多多中搜索订单中的量化交易软件,"[['1', 'search_order(app=""拼多多"", search_info=""量化交易软件"", order_status=""无"")']]","[['2', 'search_order(app=""拼多多"", search_info=""量化交易软件"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,0.7765
在拼多多中联系官方客服查询已签收物流信息,"[['1', 'open_logistics_receive(app=""拼多多"", filter_type=""已签收"")']]","[['1', 'open_logistics_receive(app=""拼多多"", filter_type=""已签收"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8798
在拼多多中查看关注店铺,"[['1', 'open_favorite_stores(app=""拼多多"")']]","[['3', 'open_favorite_stores(app=""拼多多"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5742
在拼多多中查看待付款订单,"[['1', 'open_orders_bought(app=""拼多多"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=""拼多多"", order_status=""待付款"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7754
在拼多多中查看我的待收物品,"[['1', 'open_orders_bought(app=""拼多多"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=""拼多多"", order_status=""待收货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8486
在拼多多中联系官方客服查看已寄出物流状态,"[['1', 'open_logistics_send(app=""拼多多"", filter_type=""已寄出"")']]","[['2', 'open_logistics_send(app=""拼多多"", filter_type=""已寄出"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8536
在拼多多中搜索家庭急救包店铺并按综合排序,"[['1', 'search_stores(app=""拼多多"", search_info=""家庭急救包"", order_type=""综合 "", filter_type=""无"")']]","[['2', 'search_stores(app=""拼多多"", search_info=""家庭急救包"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,0.8571,1.0000,1.0000,1.0000,0.3333,1.0000,1.0000,1.0000,1.0679
在拼多多中搜索投资工具店铺按销量排序,"[['1', 'search_stores(app=""拼多多"", search_info=""投资工具"", order_type=""销量"", filter_type=""无"")']]","[['2', 'search_stores(app=""拼多多"", search_info=""投资工具"", order_type=""销量"")']]",0.0000,1.0000,1.0000,0.8571,1.0000,1.0000,0.6667,0.3333,1.0000,1.0000,1.0000,0.9928
在拼多多中搜索显微镜店铺并按评分排序,"[['1', 'search_stores(app=""拼多多"", search_info=""显微镜"", order_type=""评分"", filter_type=""无"")']]","[['2', 'search_stores(app=""拼多多"", search_info=""显微镜"", order_type=""评分"")']]",0.0000,1.0000,1.0000,0.8571,1.0000,1.0000,0.6667,0.0000,1.0000,1.0000,1.0000,1.0375
在拼多多中搜索并按价格升序排序‘旅行套装’,"[['1', 'search_goods(app=""拼多多"", search_info=""旅行套装"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=""拼多多"", search_info=""旅行套装"", order_type=""价格从低到高"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1120
在拼多多中搜索股票分析软件,"[['1', 'search_goods(app=""拼多多"", search_info=""股票分析软件"", order_type=""无"")']]","[['1', 'search_goods(app=""拼多多"", search_info=""股票分析软件"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.6667,0.3333,0.6667,0.6667,0.6667,0.9856
在拼多多中搜索评价高的无线充电器,"[['1', 'search_goods(app=""拼多多"", search_info=""无线充电器"", order_type=""好评"")']]","[['1', 'search_goods(app=""拼多多"", search_info=""无线充电器"", order_type=""好评"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9970
在拼多多中打开退款售后页面,"[['1', 'open_orders_bought(app=""拼多多"", order_status=""退款售后"")']]","[['1', 'search_order(app=""拼多多"", search_info=""退款售后"")']]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7207
在拼多多中显示我的商品收藏列表,"[['1', 'open_favorite_goods(app=""拼多多"", order_type=""无"", filter_type=""无"")']]","[['2', 'open_favorite_goods(app=""拼多多"")']]",0.0000,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.4905
在拼多多中搜索蓝筹股分析工具,"[['1', 'search_goods(app=""拼多多"", search_info=""蓝筹股分析工具"", order_type=""无"")']]","[['1', 'search_goods(app=""拼多多"", search_info=""蓝筹股分析工具"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.6667,0.3333,0.6667,0.6667,0.6667,1.0838
在拼多多中搜索实验室显微镜并按销量排序,"[['1', 'search_goods(app=""拼多多"", search_info=""实验室显微镜"", order_type=""销量"")']]","[['1', 'search_goods(app=""拼多多"", search_info=""实验室显微镜"", order_type=""销量"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0336
在拼多多中显示申请中发票状态,"[['1', 'open_invoice_page(app=""拼多多"", page_type=""申请中发票"")']]","[['1', 'open_invoice_page(app=""拼多多"", page_type=""申请中发票"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8251
在拼多多中显示我的评价,"[['1', 'open_orders_bought(app=""拼多多"", order_status=""我的评价"")']]","[['1', 'open_orders_bought(app=""拼多多"", order_status=""我的评价"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8318
在淘宝中查找独立书店的店铺，要求好评率98%以上,"[['1', 'search_stores(app=""淘宝"", search_info=""独立书店"", order_type=""无"", filter_type=""好评率98%以上"")']]","[['2', 'search_stores(app=""淘宝"", search_info=""独立书店"", filter_type=""好评率98%以上"")']]",0.0000,1.0000,1.0000,0.8571,1.0000,1.0000,0.6667,0.6667,1.0000,1.0000,1.0000,1.2269
在淘宝中查看关注店铺的新品,"[['1', 'open_favorite_stores(app=""淘宝"", filter_type=""上新"")']]","[['3', 'open_favorite_stores(app=""淘宝"", filter_type=""上新"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8217
在淘宝中查询未申请发票列表,"[['1', 'open_invoice_page(app=""淘宝"", page_type=""待申请发票"")']]","[['1', 'open_invoice_page(app=""淘宝"", page_type=""待申请发票"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8622
在淘宝中查询最新款智能手表并按综合排序展示结果,"[['1', 'search_goods(app=""淘宝"", search_info=""最新款智能手表"", order_type=""综合 "")']]","[['1', 'search_goods(app=""淘宝"", search_info=""最新款智能手表"", order_type=""综合 "")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0654
在淘宝中查找购物车中的限量版手办,"[['1', 'search_cart_content(app=""淘宝"", search_info=""限量版手办"")']]","[['2', 'search_cart_content(app=""淘宝"", search_info=""限量版手办"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8653
在淘宝中查看购物车中的常买的货物,"[['1', 'open_cart_content(app=""淘宝"", filter_type=""常购"")']]","[['1', 'open_cart_content(app=""淘宝"", filter_type=""常购"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7778
在淘宝中搜索关注店铺里的‘心理学入门书’,"[['1', 'search_in_favorite_stores(app=""淘宝"", search_info=""心理学入门书"")']]","[['1', 'search_in_favorite_stores(app=""淘宝"", search_info=""心理学入门书"")]])",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8984
在淘宝中按收藏时间从早到晚排序我的收藏,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""最早收藏在前"", filter_type=""无"")']]","[['1', 'open_favorite_goods(app=""淘宝"", filter_type=""无"", order_type=""最早收藏在前"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1140
在淘宝中翻看一年前收藏的美好回忆的商品,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""一年前"")']]","[['3', 'open_favorite_goods(app=""淘宝"", filter_type=""一年前"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.0000,1.0000,1.0000,1.0000,0.7759
在淘宝中查看购物车失效商品,"[['1', 'open_cart_content(app=""淘宝"", filter_type=""失效"")']]","[['1', 'open_cart_content(app=""淘宝"", filter_type=""失效"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7225
在淘宝中浏览我特别关注的店铺,"[['1', 'open_favorite_stores(app=""淘宝"", filter_type=""特别关注"")']]","[['3', 'open_favorite_stores(app=""淘宝"", filter_type=""特别关注"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8344
在淘宝中搜索园艺工具的订单,"[['1', 'search_order(app=""淘宝"", search_info=""园艺工具"", order_status=""无"")']]","[['2', 'search_order(app=""淘宝"", search_info=""园艺工具"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,0.7832
在淘宝中搜索并按销量排序显示‘诗集’,"[['1', 'search_goods(app=""淘宝"", search_info=""诗集"", order_type=""销量"")']]","[['1', 'search_goods(app=""淘宝"", search_info=""诗集"", order_type=""销量"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9468
在淘宝中翻看收藏里的买过的商品,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""已买过"")']]","[['1', 'open_favorite_goods(app=""淘宝"", filter_type=""已买过"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.0000,1.0000,1.0000,1.0000,0.8405
