tag,大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
单任务,购物-发票,唯品会,我想在唯品会上查看最近的电子发票，怎么操作？,在唯品会中查看最近的电子发票,在唯品会中查看我的发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
单任务,购物-购物车,阿里巴巴,阿里巴巴里怎么查看采购车里的商品？,在阿里巴巴中查看采购车里的商品,在阿里巴巴中查看采购车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,阿里巴巴,我想在1688上的采购车里看下之前经常买的商品，在哪里可以看？,在1688中的采购车里查看之前经常购买的商品,在阿里巴巴中查看采购车中的常购商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,阿里巴巴,YoYo，帮我打开阿里巴巴里的代发采购车页面，可以吗？,在阿里巴巴中打开代发采购车页面,在阿里巴巴中查看采购车中的代发商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,阿里巴巴,带我去阿里巴巴的采购车里看看有哪些现货。,在阿里巴巴中查看采购车里的现货,在阿里巴巴中查看采购车中的现货商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,得物,在毒上帮我找一下我想要的商品,在毒中查找我想要的商品,在得物中查看想要,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,得物,我在毒app里想要的商品里面的降价的商品有哪些？,在毒中查看我想要的商品里面的降价的商品,在得物中查看想要中的降价商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,抖音,我在抖音里怎么找不到购物车入口呢？,在抖音中查看购物车入口,在抖音中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,抖音,抖音里面怎么查看购物车里有货的商品啊？,在抖音中查看购物车里有货的商品,在抖音中查看购物车中的有货商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,抖音,我想在抖音短视频里查看我购物车里那些降价了的东西，能帮我吗？,在抖音短视频中查看购物车降价商品,在抖音中查看购物车中的降价商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-搜索,抖音,在抖音里找一下我的购物车里的蓝牙耳机。,在抖音中查找购物车里的蓝牙耳机,在抖音的购物车中搜索<搜索内容>,"[{""name"": ""search_cart_content(app, search_info_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)查找商品""}]"
单任务,购物-购物车,抖音火山版,我想在火山小视频里看购物车，能教我吗？,在火山小视频中查看购物车,在抖音火山版中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,抖音火山版,我想在抖音火山版上看购物车里降价的宝贝，你能带我找找吗？,在抖音火山版中查看购物车里的降价宝贝,在抖音火山版中查看购物车中的降价商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,抖音极速版,抖音极速版里面怎么找不到我的购物车入口啊？,在抖音极速版中查看购物车入口,在抖音极速版中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,抖音极速版,抖音极速版的购物车里有哪些商品有货,在抖音极速版中查看购物车里的有货商品,在抖音极速版中查看购物车中的有货商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,抖音极速版,快帮我查一下极速版抖音购物车里的降价的商品！,在极速版抖音中查看购物车里的降价商品,在抖音极速版中查看购物车中的降价商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-搜索,抖音极速版,快帮我查查抖音极速版购物车里有没有小米手机,在抖音极速版中的购物车中查看小米手机,在抖音极速版的购物车中搜索<搜索内容>,"[{""name"": ""search_cart_content(app, search_info_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)查找商品""}]"
单任务,购物-购物车,京东,YoYo，快帮我看看京东商城查看购物车里的东西。,在京东商城中查看购物车中的商品,在京东中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,京东,快打开京东，我要查看购物车里的送礼专区。,在京东中查看购物车里的送礼专区,在京东中查看购物车中的送礼商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,京东,京东的购物车里有凑单专区吗？怎么找不到？,在京东中查找购物车里的凑单专区,在京东中查看购物车中的凑单商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,京东,YOYO，快帮我查一下京东里购物车里的商品哪些能享受跨店满减！,在京东中查看购物车里的商品哪些能享受跨店满减,在京东中查看购物车中的跨店满减商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,京东,我在京东商城加购的商品最近有没有降价的啊？,在京东商城中查看加购的商品中的降价商品,在京东中查看购物车中的降价商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-搜索,京东,我想在京东里面购物车里搜荣耀手机,在京东中的购物车中搜索荣耀手机,在京东的购物车中搜索<搜索内容>,"[{""name"": ""search_cart_content(app, search_info_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)查找商品""}]"
单任务,购物-购物车,快手,我在快手视频里怎么找不到购物车入口？,在快手视频中查看购物车入口,在快手中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,快手极速版,YoYo，帮我打开快手极速版里的购物车看看都有啥。,在快手极速版中查看购物车,在快手极速版中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,淘宝,YOYO，快帮我打开淘宝查看购物车。,在淘宝中查看购物车,在淘宝中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,淘宝,YoYo，快帮我看看淘宝购物车里有没有降价的商品！,在淘宝中查看购物车里的降价商品,在淘宝中查看购物车中的降价商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,淘宝,YoYo，快帮我看看淘宝购物车里有哪些常购商品。,在淘宝中查看购物车里的常购商品,在淘宝中查看购物车中的常购商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
单任务,购物-购物车,淘宝,我在淘宝网的购物车里有些商品是不是已经失效了？,在淘宝网中查看购物车中的商品是否失效,在淘宝中查看购物车中的失效商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""}]"
